num__transaction_amount,num__account_balance,num__transaction_time_seconds,num__avg_transaction_amount_7d,num__std_transaction_amount_7d,num__transactions_last_1h,num__transactions_last_24h,num__failed_attempts,num__num_devices_used,num__is_foreign_transaction,num__is_high_risk_country,cat__transaction_type_purchase,cat__transaction_type_transfer,cat__transaction_type_withdrawal,cat__device_type_mobile,cat__device_type_tablet,cat__location_region_suburban,cat__location_region_urban,remainder__is_fraud
1.2372927405637553,-1.5543171777769902,1.1176033565872543,-0.37984046406634897,0.6299751302571313,2.219756895185819,1.795542443254758,0.7706341590482927,-0.45535238668702427,2.9367735826983066,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.7408550472865539,0.4913803949664511,-1.573583988493849,-0.13652446530503629,-0.5246168301475271,-1.4724535093148778,0.03406693630441963,-0.7384898183301322,-1.3501301164709192,-0.3405097369069904,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
-1.0501804955526661,-0.20942842810538204,0.7183514649187542,-0.08879698337389855,-0.1671353488155237,-1.4724535093148778,-1.7274085706459188,-0.7384898183301322,0.4394253430968707,-0.3405097369069904,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5779395752600744,-0.4865789780207083,-0.4329162544563376,-0.4043652578435425,-0.12010795454645852,-1.4724535093148778,1.795542443254758,-0.7384898183301322,0.4394253430968707,-0.3405097369069904,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
-0.42175948510810696,-1.4070088467462216,0.2677758949624866,-0.586046277191024,-1.6396344291587486,0.7428727333855402,0.03406693630441963,-0.7384898183301322,-1.3501301164709192,-0.3405097369069904,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.20850377142015644,-0.10442867759028644,1.1165874484659604,-0.8749545059837666,0.48145342551609593,0.00443065248540084,0.738657139084555,-0.7384898183301322,-1.3501301164709192,-0.3405097369069904,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.4064365341990314,-0.5355382004728694,-0.5386113353957542,1.1251392350952083,-1.5196447224379546,0.00443065248540084,-1.0228183678657834,2.2797581364267177,1.3342030728807657,-0.3405097369069904,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.1138193578788609,1.843684548467486,-0.7343565122066616,1.745680362198092,-0.32946229803574806,-0.7340114284147385,-1.0228183678657834,0.7706341590482927,-1.3501301164709192,-0.3405097369069904,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6032138176401369,0.4192886999293563,-1.2531198352641755,-1.1072102984946512,-0.8500131035834843,0.7428727333855402,0.3863620376944873,-0.7384898183301322,0.4394253430968707,-0.3405097369069904,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.43518394954709766,1.3571564358308155,1.5891228883721167,-1.731647739489599,-0.21015113812980077,0.00443065248540084,1.4432473418646903,-0.7384898183301322,0.4394253430968707,-0.3405097369069904,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
